area,date,cohort,month,d18O,d18O_cor
freshwater,2015-11-01,2013,11,-6.47378302181818,-5.98625538417831
freshwater,2015-11-01,2009,11,-6.47378302181818,-5.98625538417831
freshwater,2015-11-01,2014,11,-6.47378302181818,-5.98625538417831
freshwater,2015-12-01,2012,12,-6.02040622666667,-5.53532948018198
freshwater,2015-12-01,2010,12,-6.02040622666667,-5.53532948018198
freshwater,2015-12-01,2013,12,-6.02040622666667,-5.53532948018198
freshwater,2015-12-01,2009,12,-6.02040622666667,-5.53532948018198
freshwater,2015-12-01,2014,12,-6.02040622666667,-5.53532948018198
freshwater,2016-01-01,2012,1,-7.54342970555556,-7.01396913572537
freshwater,2016-01-01,2010,1,-7.54342970555556,-7.01396913572537
freshwater,2016-01-01,2013,1,-7.54342970555556,-7.01396913572537
freshwater,2016-01-01,2009,1,-7.54342970555556,-7.01396913572537
freshwater,2016-01-01,2015,1,-7.54342970555556,-7.01396913572537
freshwater,2016-01-01,2014,1,-7.54342970555556,-7.01396913572537
freshwater,2016-02-01,2012,2,-7.64929796868687,-7.12186467919493
freshwater,2016-02-01,2010,2,-7.64929796868687,-7.12186467919493
freshwater,2016-02-01,2013,2,-7.64929796868687,-7.12186467919493
freshwater,2016-02-01,2009,2,-7.64929796868687,-7.12186467919493
freshwater,2016-02-01,2015,2,-7.64929796868687,-7.12186467919493
freshwater,2016-02-01,2014,2,-7.64929796868687,-7.12186467919493
freshwater,2016-03-01,2012,3,-7.63425791464646,-7.11247529087342
freshwater,2016-03-01,2010,3,-7.63425791464646,-7.11247529087342
freshwater,2016-03-01,2013,3,-7.63425791464646,-7.11247529087342
freshwater,2016-03-01,2009,3,-7.63425791464646,-7.11247529087342
freshwater,2016-03-01,2015,3,-7.63425791464646,-7.11247529087342
freshwater,2016-03-01,2014,3,-7.63425791464646,-7.11247529087342
freshwater,2016-04-01,2012,4,-7.74933637373737,-7.22972475540118
freshwater,2016-04-01,2010,4,-7.74933637373737,-7.22972475540118
freshwater,2016-04-01,2013,4,-7.74933637373737,-7.22972475540118
freshwater,2016-04-01,2009,4,-7.74933637373737,-7.22972475540118
freshwater,2016-04-01,2015,4,-7.74933637373737,-7.22972475540118
freshwater,2016-04-01,2014,4,-7.74933637373737,-7.22972475540118
freshwater,2016-05-01,2012,5,-7.73189578989899,-7.21792727280282
freshwater,2016-05-01,2010,5,-7.73189578989899,-7.21792727280282
freshwater,2016-05-01,2013,5,-7.73189578989899,-7.21792727280282
freshwater,2016-05-01,2009,5,-7.73189578989899,-7.21792727280282
freshwater,2016-05-01,2015,5,-7.73189578989899,-7.21792727280282
freshwater,2016-05-01,2014,5,-7.73189578989899,-7.21792727280282
freshwater,2016-06-01,2012,6,-7.47548001515152,-6.97263128200018
freshwater,2016-06-01,2010,6,-7.47548001515152,-6.97263128200018
freshwater,2016-06-01,2013,6,-7.47548001515152,-6.97263128200018
freshwater,2016-06-01,2009,6,-7.47548001515152,-6.97263128200018
freshwater,2016-06-01,2015,6,-7.47548001515152,-6.97263128200018
freshwater,2016-06-01,2014,6,-7.47548001515152,-6.97263128200018
freshwater,2016-07-01,2012,7,-7.44064783787879,-6.9426781936012
freshwater,2016-07-01,2010,7,-7.44064783787879,-6.9426781936012
freshwater,2016-07-01,2013,7,-7.44064783787879,-6.9426781936012
freshwater,2016-07-01,2009,7,-7.44064783787879,-6.9426781936012
freshwater,2016-07-01,2015,7,-7.44064783787879,-6.9426781936012
freshwater,2016-07-01,2014,7,-7.44064783787879,-6.9426781936012
freshwater,2016-08-01,2012,8,-7.23209568787879,-6.73392936715048
freshwater,2016-08-01,2010,8,-7.23209568787879,-6.73392936715048
freshwater,2016-08-01,2013,8,-7.23209568787879,-6.73392936715048
freshwater,2016-08-01,2009,8,-7.23209568787879,-6.73392936715048
freshwater,2016-08-01,2015,8,-7.23209568787879,-6.73392936715048
freshwater,2016-08-01,2014,8,-7.23209568787879,-6.73392936715048
freshwater,2016-09-01,2012,9,-6.87858093232323,-6.38066423939776
freshwater,2016-09-01,2010,9,-6.87858093232323,-6.38066423939776
freshwater,2016-09-01,2013,9,-6.87858093232323,-6.38066423939776
freshwater,2016-09-01,2009,9,-6.87858093232323,-6.38066423939776
freshwater,2016-09-01,2015,9,-6.87858093232323,-6.38066423939776
freshwater,2016-09-01,2014,9,-6.87858093232323,-6.38066423939776
freshwater,2016-10-01,2012,10,-6.67933695909091,-6.1834702399403
freshwater,2016-10-01,2010,10,-6.67933695909091,-6.1834702399403
freshwater,2016-10-01,2013,10,-6.67933695909091,-6.1834702399403
freshwater,2016-10-01,2009,10,-6.67933695909091,-6.1834702399403
freshwater,2016-10-01,2015,10,-6.67933695909091,-6.1834702399403
freshwater,2016-10-01,2014,10,-6.67933695909091,-6.1834702399403
freshwater,2016-11-01,2012,11,-6.43232734191919,-5.92698233073942
freshwater,2016-11-01,2010,11,-6.43232734191919,-5.92698233073942
freshwater,2016-11-01,2013,11,-6.43232734191919,-5.92698233073942
freshwater,2016-11-01,2009,11,-6.43232734191919,-5.92698233073942
freshwater,2016-11-01,2015,11,-6.43232734191919,-5.92698233073942
freshwater,2016-11-01,2014,11,-6.43232734191919,-5.92698233073942
freshwater,2016-12-01,2012,12,-5.82435642777778,-5.33650049175477
freshwater,2016-12-01,2010,12,-5.82435642777778,-5.33650049175477
freshwater,2016-12-01,2013,12,-5.82435642777778,-5.33650049175477
freshwater,2016-12-01,2009,12,-5.82435642777778,-5.33650049175477
freshwater,2016-12-01,2015,12,-5.82435642777778,-5.33650049175477
freshwater,2016-12-01,2014,12,-5.82435642777778,-5.33650049175477
freshwater,2017-01-01,2012,1,-7.6300569875,-7.11582371364324
freshwater,2017-01-01,2010,1,-7.6300569875,-7.11582371364324
freshwater,2017-01-01,2013,1,-7.6300569875,-7.11582371364324
freshwater,2017-01-01,2016,1,-7.6300569875,-7.11582371364324
freshwater,2017-01-01,2009,1,-7.6300569875,-7.11582371364324
freshwater,2017-01-01,2015,1,-7.6300569875,-7.11582371364324
freshwater,2017-01-01,2014,1,-7.6300569875,-7.11582371364324
freshwater,2017-02-01,2012,2,-7.8152039719697,-7.29874674132397
freshwater,2017-02-01,2010,2,-7.8152039719697,-7.29874674132397
freshwater,2017-02-01,2013,2,-7.8152039719697,-7.29874674132397
freshwater,2017-02-01,2016,2,-7.8152039719697,-7.29874674132397
freshwater,2017-02-01,2009,2,-7.8152039719697,-7.29874674132397
freshwater,2017-02-01,2015,2,-7.8152039719697,-7.29874674132397
freshwater,2017-02-01,2014,2,-7.8152039719697,-7.29874674132397
freshwater,2017-03-01,2012,3,-7.74149790909091,-7.22488749774799
freshwater,2017-03-01,2010,3,-7.74149790909091,-7.22488749774799
freshwater,2017-03-01,2013,3,-7.74149790909091,-7.22488749774799
freshwater,2017-03-01,2016,3,-7.74149790909091,-7.22488749774799
freshwater,2017-03-01,2009,3,-7.74149790909091,-7.22488749774799
freshwater,2017-03-01,2015,3,-7.74149790909091,-7.22488749774799
freshwater,2017-03-01,2014,3,-7.74149790909091,-7.22488749774799
freshwater,2017-04-01,2012,4,-7.66488916477273,-7.14847732100025
freshwater,2017-04-01,2010,4,-7.66488916477273,-7.14847732100025
freshwater,2017-04-01,2013,4,-7.66488916477273,-7.14847732100025
freshwater,2017-04-01,2016,4,-7.66488916477273,-7.14847732100025
freshwater,2017-04-01,2009,4,-7.66488916477273,-7.14847732100025
freshwater,2017-04-01,2015,4,-7.66488916477273,-7.14847732100025
freshwater,2017-04-01,2014,4,-7.66488916477273,-7.14847732100025
freshwater,2017-05-01,2012,5,-7.63277595492424,-7.11128645470757
freshwater,2017-05-01,2010,5,-7.63277595492424,-7.11128645470757
freshwater,2017-05-01,2013,5,-7.63277595492424,-7.11128645470757
freshwater,2017-05-01,2016,5,-7.63277595492424,-7.11128645470757
freshwater,2017-05-01,2009,5,-7.63277595492424,-7.11128645470757
freshwater,2017-05-01,2015,5,-7.63277595492424,-7.11128645470757
freshwater,2017-05-01,2014,5,-7.63277595492424,-7.11128645470757
freshwater,2017-06-01,2012,6,-7.20979280643939,-6.69395964530078
freshwater,2017-06-01,2010,6,-7.20979280643939,-6.69395964530078
freshwater,2017-06-01,2013,6,-7.20979280643939,-6.69395964530078
freshwater,2017-06-01,2016,6,-7.20979280643939,-6.69395964530078
freshwater,2017-06-01,2009,6,-7.20979280643939,-6.69395964530078
freshwater,2017-06-01,2015,6,-7.20979280643939,-6.69395964530078
freshwater,2017-06-01,2014,6,-7.20979280643939,-6.69395964530078
freshwater,2017-07-01,2012,7,-7.05826548674243,-6.55111256511176
freshwater,2017-07-01,2010,7,-7.05826548674243,-6.55111256511176
freshwater,2017-07-01,2013,7,-7.05826548674243,-6.55111256511176
freshwater,2017-07-01,2016,7,-7.05826548674243,-6.55111256511176
freshwater,2017-07-01,2009,7,-7.05826548674243,-6.55111256511176
freshwater,2017-07-01,2015,7,-7.05826548674243,-6.55111256511176
freshwater,2017-07-01,2014,7,-7.05826548674243,-6.55111256511176
freshwater,2017-08-01,2012,8,-6.86918702234849,-6.36525656871816
freshwater,2017-08-01,2010,8,-6.86918702234849,-6.36525656871816
freshwater,2017-08-01,2013,8,-6.86918702234849,-6.36525656871816
freshwater,2017-08-01,2016,8,-6.86918702234849,-6.36525656871816
freshwater,2017-08-01,2009,8,-6.86918702234849,-6.36525656871816
freshwater,2017-08-01,2015,8,-6.86918702234849,-6.36525656871816
freshwater,2017-08-01,2014,8,-6.86918702234849,-6.36525656871816
freshwater,2017-09-01,2012,9,-6.61444916893939,-6.11876210616205
freshwater,2017-09-01,2010,9,-6.61444916893939,-6.11876210616205
freshwater,2017-09-01,2013,9,-6.61444916893939,-6.11876210616205
freshwater,2017-09-01,2016,9,-6.61444916893939,-6.11876210616205
freshwater,2017-09-01,2009,9,-6.61444916893939,-6.11876210616205
freshwater,2017-09-01,2015,9,-6.61444916893939,-6.11876210616205
freshwater,2017-09-01,2014,9,-6.61444916893939,-6.11876210616205
freshwater,2017-10-01,2012,10,-6.29739552159091,-5.80192971982063
freshwater,2017-10-01,2010,10,-6.29739552159091,-5.80192971982063
freshwater,2017-10-01,2013,10,-6.29739552159091,-5.80192971982063
freshwater,2017-10-01,2016,10,-6.29739552159091,-5.80192971982063
freshwater,2017-10-01,2009,10,-6.29739552159091,-5.80192971982063
freshwater,2017-10-01,2015,10,-6.29739552159091,-5.80192971982063
freshwater,2017-10-01,2014,10,-6.29739552159091,-5.80192971982063
freshwater,2017-11-01,2012,11,-5.87419191628788,-5.37662697163005
freshwater,2017-11-01,2010,11,-5.87419191628788,-5.37662697163005
freshwater,2017-11-01,2013,11,-5.87419191628788,-5.37662697163005
freshwater,2017-11-01,2016,11,-5.87419191628788,-5.37662697163005
freshwater,2017-11-01,2009,11,-5.87419191628788,-5.37662697163005
freshwater,2017-11-01,2015,11,-5.87419191628788,-5.37662697163005
freshwater,2017-11-01,2014,11,-5.87419191628788,-5.37662697163005
freshwater,2017-12-01,2012,12,-5.24100319166667,-4.75254398845346
freshwater,2017-12-01,2010,12,-5.24100319166667,-4.75254398845346
freshwater,2017-12-01,2013,12,-5.24100319166667,-4.75254398845346
freshwater,2017-12-01,2016,12,-5.24100319166667,-4.75254398845346
freshwater,2017-12-01,2009,12,-5.24100319166667,-4.75254398845346
freshwater,2017-12-01,2015,12,-5.24100319166667,-4.75254398845346
freshwater,2017-12-01,2014,12,-5.24100319166667,-4.75254398845346
freshwater,2018-01-01,2017,1,-7.50215782413793,-6.9548531703321
freshwater,2018-01-01,2012,1,-7.50215782413793,-6.9548531703321
freshwater,2018-01-01,2010,1,-7.50215782413793,-6.9548531703321
freshwater,2018-01-01,2013,1,-7.50215782413793,-6.9548531703321
freshwater,2018-01-01,2016,1,-7.50215782413793,-6.9548531703321
freshwater,2018-01-01,2009,1,-7.50215782413793,-6.9548531703321
freshwater,2018-01-01,2015,1,-7.50215782413793,-6.9548531703321
freshwater,2018-01-01,2014,1,-7.50215782413793,-6.9548531703321
freshwater,2018-02-01,2017,2,-7.58386368213166,-7.03755440940801
freshwater,2018-02-01,2012,2,-7.58386368213166,-7.03755440940801
freshwater,2018-02-01,2010,2,-7.58386368213166,-7.03755440940801
freshwater,2018-02-01,2013,2,-7.58386368213166,-7.03755440940801
freshwater,2018-02-01,2016,2,-7.58386368213166,-7.03755440940801
freshwater,2018-02-01,2009,2,-7.58386368213166,-7.03755440940801
freshwater,2018-02-01,2015,2,-7.58386368213166,-7.03755440940801
freshwater,2018-02-01,2014,2,-7.58386368213166,-7.03755440940801
freshwater,2018-03-01,2017,3,-7.51471626081505,-6.97786780356592
freshwater,2018-03-01,2012,3,-7.51471626081505,-6.97786780356592
freshwater,2018-03-01,2010,3,-7.51471626081505,-6.97786780356592
freshwater,2018-03-01,2013,3,-7.51471626081505,-6.97786780356592
freshwater,2018-03-01,2016,3,-7.51471626081505,-6.97786780356592
freshwater,2018-03-01,2009,3,-7.51471626081505,-6.97786780356592
freshwater,2018-03-01,2015,3,-7.51471626081505,-6.97786780356592
freshwater,2018-03-01,2014,3,-7.51471626081505,-6.97786780356592
freshwater,2018-04-01,2017,4,-7.55035424576803,-7.02001802229714
freshwater,2018-04-01,2012,4,-7.55035424576803,-7.02001802229714
freshwater,2018-04-01,2010,4,-7.55035424576803,-7.02001802229714
freshwater,2018-04-01,2013,4,-7.55035424576803,-7.02001802229714
freshwater,2018-04-01,2016,4,-7.55035424576803,-7.02001802229714
freshwater,2018-04-01,2009,4,-7.55035424576803,-7.02001802229714
freshwater,2018-04-01,2015,4,-7.55035424576803,-7.02001802229714
freshwater,2018-04-01,2014,4,-7.55035424576803,-7.02001802229714
freshwater,2018-05-01,2017,5,-7.38460112633229,-6.85791776362527
freshwater,2018-05-01,2012,5,-7.38460112633229,-6.85791776362527
freshwater,2018-05-01,2010,5,-7.38460112633229,-6.85791776362527
freshwater,2018-05-01,2013,5,-7.38460112633229,-6.85791776362527
freshwater,2018-05-01,2016,5,-7.38460112633229,-6.85791776362527
freshwater,2018-05-01,2009,5,-7.38460112633229,-6.85791776362527
freshwater,2018-05-01,2015,5,-7.38460112633229,-6.85791776362527
freshwater,2018-05-01,2014,5,-7.38460112633229,-6.85791776362527
freshwater,2018-06-01,2017,6,-7.24788749122257,-6.72426069966886
freshwater,2018-06-01,2012,6,-7.24788749122257,-6.72426069966886
freshwater,2018-06-01,2010,6,-7.24788749122257,-6.72426069966886
freshwater,2018-06-01,2013,6,-7.24788749122257,-6.72426069966886
freshwater,2018-06-01,2016,6,-7.24788749122257,-6.72426069966886
freshwater,2018-06-01,2009,6,-7.24788749122257,-6.72426069966886
freshwater,2018-06-01,2015,6,-7.24788749122257,-6.72426069966886
freshwater,2018-06-01,2014,6,-7.24788749122257,-6.72426069966886
freshwater,2018-07-01,2017,7,-7.08134376802508,-6.55970304344195
freshwater,2018-07-01,2012,7,-7.08134376802508,-6.55970304344195
freshwater,2018-07-01,2010,7,-7.08134376802508,-6.55970304344195
freshwater,2018-07-01,2013,7,-7.08134376802508,-6.55970304344195
freshwater,2018-07-01,2016,7,-7.08134376802508,-6.55970304344195
freshwater,2018-07-01,2009,7,-7.08134376802508,-6.55970304344195
freshwater,2018-07-01,2015,7,-7.08134376802508,-6.55970304344195
freshwater,2018-07-01,2014,7,-7.08134376802508,-6.55970304344195
freshwater,2018-08-01,2017,8,-6.89384904514107,-6.36526882414536
freshwater,2018-08-01,2012,8,-6.89384904514107,-6.36526882414536
freshwater,2018-08-01,2010,8,-6.89384904514107,-6.36526882414536
freshwater,2018-08-01,2013,8,-6.89384904514107,-6.36526882414536
freshwater,2018-08-01,2016,8,-6.89384904514107,-6.36526882414536
freshwater,2018-08-01,2009,8,-6.89384904514107,-6.36526882414536
freshwater,2018-08-01,2015,8,-6.89384904514107,-6.36526882414536
freshwater,2018-08-01,2014,8,-6.89384904514107,-6.36526882414536
freshwater,2018-09-01,2017,9,-6.58715560125392,-6.07711200531698
freshwater,2018-09-01,2012,9,-6.58715560125392,-6.07711200531698
freshwater,2018-09-01,2010,9,-6.58715560125392,-6.07711200531698
freshwater,2018-09-01,2013,9,-6.58715560125392,-6.07711200531698
freshwater,2018-09-01,2016,9,-6.58715560125392,-6.07711200531698
freshwater,2018-09-01,2009,9,-6.58715560125392,-6.07711200531698
freshwater,2018-09-01,2015,9,-6.58715560125392,-6.07711200531698
freshwater,2018-09-01,2014,9,-6.58715560125392,-6.07711200531698
freshwater,2018-10-01,2017,10,-6.36700286144201,-5.85530186209936
freshwater,2018-10-01,2012,10,-6.36700286144201,-5.85530186209936
freshwater,2018-10-01,2010,10,-6.36700286144201,-5.85530186209936
freshwater,2018-10-01,2013,10,-6.36700286144201,-5.85530186209936
freshwater,2018-10-01,2016,10,-6.36700286144201,-5.85530186209936
freshwater,2018-10-01,2009,10,-6.36700286144201,-5.85530186209936
freshwater,2018-10-01,2015,10,-6.36700286144201,-5.85530186209936
freshwater,2018-10-01,2014,10,-6.36700286144201,-5.85530186209936
freshwater,2018-11-01,2017,11,-5.90665861724138,-5.40084539090372
freshwater,2018-11-01,2012,11,-5.90665861724138,-5.40084539090372
freshwater,2018-11-01,2010,11,-5.90665861724138,-5.40084539090372
freshwater,2018-11-01,2013,11,-5.90665861724138,-5.40084539090372
freshwater,2018-11-01,2016,11,-5.90665861724138,-5.40084539090372
freshwater,2018-11-01,2009,11,-5.90665861724138,-5.40084539090372
freshwater,2018-11-01,2015,11,-5.90665861724138,-5.40084539090372
freshwater,2018-11-01,2014,11,-5.90665861724138,-5.40084539090372
freshwater,2018-12-01,2017,12,-5.27548314482759,-4.7796706812496
freshwater,2018-12-01,2012,12,-5.27548314482759,-4.7796706812496
freshwater,2018-12-01,2010,12,-5.27548314482759,-4.7796706812496
freshwater,2018-12-01,2013,12,-5.27548314482759,-4.7796706812496
freshwater,2018-12-01,2016,12,-5.27548314482759,-4.7796706812496
freshwater,2018-12-01,2009,12,-5.27548314482759,-4.7796706812496
freshwater,2018-12-01,2015,12,-5.27548314482759,-4.7796706812496
freshwater,2018-12-01,2014,12,-5.27548314482759,-4.7796706812496
freshwater,2019-01-01,2017,1,-7.74020908461538,-7.21410888905424
freshwater,2019-01-01,2012,1,-7.74020908461538,-7.21410888905424
freshwater,2019-01-01,2010,1,-7.74020908461538,-7.21410888905424
freshwater,2019-01-01,2013,1,-7.74020908461538,-7.21410888905424
freshwater,2019-01-01,2016,1,-7.74020908461538,-7.21410888905424
freshwater,2019-01-01,2009,1,-7.74020908461538,-7.21410888905424
freshwater,2019-01-01,2018,1,-7.74020908461538,-7.21410888905424
freshwater,2019-01-01,2015,1,-7.74020908461538,-7.21410888905424
freshwater,2019-01-01,2014,1,-7.74020908461538,-7.21410888905424
freshwater,2019-02-01,2017,2,-7.82224163193473,-7.30224422517596
freshwater,2019-02-01,2012,2,-7.82224163193473,-7.30224422517596
freshwater,2019-02-01,2010,2,-7.82224163193473,-7.30224422517596
freshwater,2019-02-01,2013,2,-7.82224163193473,-7.30224422517596
freshwater,2019-02-01,2016,2,-7.82224163193473,-7.30224422517596
freshwater,2019-02-01,2009,2,-7.82224163193473,-7.30224422517596
freshwater,2019-02-01,2018,2,-7.82224163193473,-7.30224422517596
freshwater,2019-02-01,2015,2,-7.82224163193473,-7.30224422517596
freshwater,2019-02-01,2014,2,-7.82224163193473,-7.30224422517596
freshwater,2019-03-01,2017,3,-7.86276046456877,-7.34468676297596
freshwater,2019-03-01,2012,3,-7.86276046456877,-7.34468676297596
freshwater,2019-03-01,2010,3,-7.86276046456877,-7.34468676297596
freshwater,2019-03-01,2013,3,-7.86276046456877,-7.34468676297596
freshwater,2019-03-01,2016,3,-7.86276046456877,-7.34468676297596
freshwater,2019-03-01,2009,3,-7.86276046456877,-7.34468676297596
freshwater,2019-03-01,2018,3,-7.86276046456877,-7.34468676297596
freshwater,2019-03-01,2015,3,-7.86276046456877,-7.34468676297596
freshwater,2019-03-01,2014,3,-7.86276046456877,-7.34468676297596
freshwater,2019-04-01,2017,4,-7.81037088018648,-7.29577451134377
freshwater,2019-04-01,2012,4,-7.81037088018648,-7.29577451134377
freshwater,2019-04-01,2010,4,-7.81037088018648,-7.29577451134377
freshwater,2019-04-01,2013,4,-7.81037088018648,-7.29577451134377
freshwater,2019-04-01,2016,4,-7.81037088018648,-7.29577451134377
freshwater,2019-04-01,2009,4,-7.81037088018648,-7.29577451134377
freshwater,2019-04-01,2018,4,-7.81037088018648,-7.29577451134377
freshwater,2019-04-01,2015,4,-7.81037088018648,-7.29577451134377
freshwater,2019-04-01,2014,4,-7.81037088018648,-7.29577451134377
freshwater,2019-05-01,2017,5,-7.65519189114219,-7.14173019413059
freshwater,2019-05-01,2012,5,-7.65519189114219,-7.14173019413059
freshwater,2019-05-01,2010,5,-7.65519189114219,-7.14173019413059
freshwater,2019-05-01,2013,5,-7.65519189114219,-7.14173019413059
freshwater,2019-05-01,2016,5,-7.65519189114219,-7.14173019413059
freshwater,2019-05-01,2009,5,-7.65519189114219,-7.14173019413059
freshwater,2019-05-01,2018,5,-7.65519189114219,-7.14173019413059
freshwater,2019-05-01,2015,5,-7.65519189114219,-7.14173019413059
freshwater,2019-05-01,2014,5,-7.65519189114219,-7.14173019413059
freshwater,2019-06-01,2017,6,-7.46229782797203,-6.95479228524924
freshwater,2019-06-01,2012,6,-7.46229782797203,-6.95479228524924
freshwater,2019-06-01,2010,6,-7.46229782797203,-6.95479228524924
freshwater,2019-06-01,2013,6,-7.46229782797203,-6.95479228524924
freshwater,2019-06-01,2016,6,-7.46229782797203,-6.95479228524924
freshwater,2019-06-01,2009,6,-7.46229782797203,-6.95479228524924
freshwater,2019-06-01,2018,6,-7.46229782797203,-6.95479228524924
freshwater,2019-06-01,2015,6,-7.46229782797203,-6.95479228524924
freshwater,2019-06-01,2014,6,-7.46229782797203,-6.95479228524924
freshwater,2019-07-01,2017,7,-7.29717001841492,-6.79252734000445
freshwater,2019-07-01,2012,7,-7.29717001841492,-6.79252734000445
freshwater,2019-07-01,2010,7,-7.29717001841492,-6.79252734000445
freshwater,2019-07-01,2013,7,-7.29717001841492,-6.79252734000445
freshwater,2019-07-01,2016,7,-7.29717001841492,-6.79252734000445
freshwater,2019-07-01,2009,7,-7.29717001841492,-6.79252734000445
freshwater,2019-07-01,2018,7,-7.29717001841492,-6.79252734000445
freshwater,2019-07-01,2015,7,-7.29717001841492,-6.79252734000445
freshwater,2019-07-01,2014,7,-7.29717001841492,-6.79252734000445
freshwater,2019-08-01,2017,8,-7.24263239324009,-6.74464762000476
freshwater,2019-08-01,2012,8,-7.24263239324009,-6.74464762000476
freshwater,2019-08-01,2010,8,-7.24263239324009,-6.74464762000476
freshwater,2019-08-01,2013,8,-7.24263239324009,-6.74464762000476
freshwater,2019-08-01,2016,8,-7.24263239324009,-6.74464762000476
freshwater,2019-08-01,2009,8,-7.24263239324009,-6.74464762000476
freshwater,2019-08-01,2018,8,-7.24263239324009,-6.74464762000476
freshwater,2019-08-01,2015,8,-7.24263239324009,-6.74464762000476
freshwater,2019-08-01,2014,8,-7.24263239324009,-6.74464762000476
freshwater,2019-09-01,2017,9,-7.0350185979021,-6.53942536375694
freshwater,2019-09-01,2012,9,-7.0350185979021,-6.53942536375694
freshwater,2019-09-01,2010,9,-7.0350185979021,-6.53942536375694
freshwater,2019-09-01,2013,9,-7.0350185979021,-6.53942536375694
freshwater,2019-09-01,2016,9,-7.0350185979021,-6.53942536375694
freshwater,2019-09-01,2009,9,-7.0350185979021,-6.53942536375694
freshwater,2019-09-01,2018,9,-7.0350185979021,-6.53942536375694
freshwater,2019-09-01,2015,9,-7.0350185979021,-6.53942536375694
freshwater,2019-09-01,2014,9,-7.0350185979021,-6.53942536375694
freshwater,2019-10-01,2017,10,-6.34895697972028,-5.85822712360813
freshwater,2019-10-01,2012,10,-6.34895697972028,-5.85822712360813
freshwater,2019-10-01,2010,10,-6.34895697972028,-5.85822712360813
freshwater,2019-10-01,2013,10,-6.34895697972028,-5.85822712360813
freshwater,2019-10-01,2016,10,-6.34895697972028,-5.85822712360813
freshwater,2019-10-01,2009,10,-6.34895697972028,-5.85822712360813
freshwater,2019-10-01,2018,10,-6.34895697972028,-5.85822712360813
freshwater,2019-10-01,2015,10,-6.34895697972028,-5.85822712360813
freshwater,2019-10-01,2014,10,-6.34895697972028,-5.85822712360813
freshwater,2019-11-01,2017,11,-5.66775671701632,-5.17848273214593
freshwater,2019-11-01,2012,11,-5.66775671701632,-5.17848273214593
freshwater,2019-11-01,2010,11,-5.66775671701632,-5.17848273214593
freshwater,2019-11-01,2013,11,-5.66775671701632,-5.17848273214593
freshwater,2019-11-01,2016,11,-5.66775671701632,-5.17848273214593
freshwater,2019-11-01,2009,11,-5.66775671701632,-5.17848273214593
freshwater,2019-11-01,2018,11,-5.66775671701632,-5.17848273214593
freshwater,2019-11-01,2015,11,-5.66775671701632,-5.17848273214593
freshwater,2019-11-01,2014,11,-5.66775671701632,-5.17848273214593
freshwater,2019-12-01,2017,12,-4.95429062051282,-4.46659470231215
freshwater,2019-12-01,2012,12,-4.95429062051282,-4.46659470231215
freshwater,2019-12-01,2010,12,-4.95429062051282,-4.46659470231215
freshwater,2019-12-01,2013,12,-4.95429062051282,-4.46659470231215
freshwater,2019-12-01,2016,12,-4.95429062051282,-4.46659470231215
freshwater,2019-12-01,2009,12,-4.95429062051282,-4.46659470231215
freshwater,2019-12-01,2018,12,-4.95429062051282,-4.46659470231215
freshwater,2019-12-01,2015,12,-4.95429062051282,-4.46659470231215
freshwater,2019-12-01,2014,12,-4.95429062051282,-4.46659470231215
freshwater,2020-01-01,2013,1,-6.867386625,-6.39222010228818
freshwater,2020-01-01,2017,1,-6.867386625,-6.39222010228818
freshwater,2020-01-01,2018,1,-6.867386625,-6.39222010228818
freshwater,2020-01-01,2015,1,-6.867386625,-6.39222010228818
freshwater,2020-01-01,2016,1,-6.867386625,-6.39222010228818
freshwater,2020-01-01,2014,1,-6.867386625,-6.39222010228818
freshwater,2020-01-01,2010,1,-6.867386625,-6.39222010228818
freshwater,2020-01-01,2019,1,-6.867386625,-6.39222010228818
freshwater,2020-01-01,2012,1,-6.867386625,-6.39222010228818
freshwater,2020-02-01,2013,2,-7.03851010631313,-6.56989820454567
freshwater,2020-02-01,2017,2,-7.03851010631313,-6.56989820454567
freshwater,2020-02-01,2018,2,-7.03851010631313,-6.56989820454567
freshwater,2020-02-01,2015,2,-7.03851010631313,-6.56989820454567
freshwater,2020-02-01,2016,2,-7.03851010631313,-6.56989820454567
freshwater,2020-02-01,2014,2,-7.03851010631313,-6.56989820454567
freshwater,2020-02-01,2010,2,-7.03851010631313,-6.56989820454567
freshwater,2020-02-01,2019,2,-7.03851010631313,-6.56989820454567
freshwater,2020-02-01,2012,2,-7.03851010631313,-6.56989820454567
freshwater,2020-03-01,2013,3,-7.0898765449495,-6.62277753895684
freshwater,2020-03-01,2017,3,-7.0898765449495,-6.62277753895684
freshwater,2020-03-01,2018,3,-7.0898765449495,-6.62277753895684
freshwater,2020-03-01,2015,3,-7.0898765449495,-6.62277753895684
freshwater,2020-03-01,2016,3,-7.0898765449495,-6.62277753895684
freshwater,2020-03-01,2014,3,-7.0898765449495,-6.62277753895684
freshwater,2020-03-01,2010,3,-7.0898765449495,-6.62277753895684
freshwater,2020-03-01,2019,3,-7.0898765449495,-6.62277753895684
freshwater,2020-03-01,2012,3,-7.0898765449495,-6.62277753895684
freshwater,2020-04-01,2013,4,-7.14276168611111,-6.67795849945672
freshwater,2020-04-01,2017,4,-7.14276168611111,-6.67795849945672
freshwater,2020-04-01,2018,4,-7.14276168611111,-6.67795849945672
freshwater,2020-04-01,2015,4,-7.14276168611111,-6.67795849945672
freshwater,2020-04-01,2016,4,-7.14276168611111,-6.67795849945672
